czas;1.csv - abs;5.csv - abs;3.csv - abs;| || |;1.csv - delta;5.csv - delta;3.csv - delta
991;0.0053;-0.0006;-0.0074;| || |;0.0;0.0;0.0002999999999999999
992;0.0053;-0.0009;-0.0074;| || |;0.0;-0.00030000000000000003;0.0
993;0.0053;-0.0006;-0.0074;| || |;0.0;0.00030000000000000003;0.0
994;0.0053;-0.0009;-0.0074;| || |;0.0;-0.00030000000000000003;0.0
995;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
996;0.0056;-0.0009;-0.0074;| || |;0.0002999999999999999;0.0;0.0
997;0.0053;-0.0009;-0.0074;| || |;-0.0002999999999999999;0.0;0.0
998;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
999;0.0056;-0.0006;-0.0074;| || |;0.0002999999999999999;0.00030000000000000003;0.0
1000;0.0053;-0.0009;-0.0077;| || |;-0.0002999999999999999;-0.00030000000000000003;-0.0002999999999999999
1001;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1002;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
1003;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
1004;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
1005;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0
1006;0.0056;-0.0012;-0.0074;| || |;0.0002999999999999999;-0.0002999999999999999;0.0
1007;0.0053;-0.0009;-0.0077;| || |;-0.0002999999999999999;0.0002999999999999999;-0.0002999999999999999
1008;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0
1009;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1010;0.0053;-0.0012;-0.0074;| || |;0.0;-0.0002999999999999999;0.0
1011;0.0056;-0.0009;-0.0074;| || |;0.0002999999999999999;0.0002999999999999999;0.0
1012;0.0053;-0.0009;-0.0074;| || |;-0.0002999999999999999;0.0;0.0
1013;0.0053;-0.0012;-0.0074;| || |;0.0;-0.0002999999999999999;0.0
1014;0.0056;-0.0012;-0.0077;| || |;0.0002999999999999999;0.0;-0.0002999999999999999
1015;0.0053;-0.0009;-0.0074;| || |;-0.0002999999999999999;0.0002999999999999999;0.0002999999999999999
1016;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;-0.0002999999999999999
1017;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1018;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;-0.0002999999999999999
1019;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0
1020;0.0053;-0.0012;-0.0077;| || |;0.0;-0.0002999999999999999;0.0
1021;0.005;-0.0009;-0.0077;| || |;-0.0002999999999999999;0.0002999999999999999;0.0
1022;0.005;-0.0012;-0.0074;| || |;0.0;-0.0002999999999999999;0.0002999999999999999
1023;0.0053;-0.0009;-0.0077;| || |;0.0002999999999999999;0.0002999999999999999;-0.0002999999999999999
1024;0.0053;-0.0009;-0.008;| || |;0.0;0.0;-0.0002999999999999999
1025;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0002999999999999999
1026;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1027;0.0053;-0.0012;-0.0077;| || |;0.0;-0.0002999999999999999;-0.0002999999999999999
1028;0.0053;-0.0012;-0.0077;| || |;0.0;0.0;0.0
1029;0.0053;-0.0012;-0.0077;| || |;0.0;0.0;0.0
1030;0.0053;-0.0009;-0.0077;| || |;0.0;0.0002999999999999999;0.0
1031;0.0056;-0.0012;-0.008;| || |;0.0002999999999999999;-0.0002999999999999999;-0.0002999999999999999
1032;0.0056;-0.0012;-0.0077;| || |;0.0;0.0;0.0002999999999999999
1033;0.0053;-0.0012;-0.0077;| || |;-0.0002999999999999999;0.0;0.0
1034;0.0053;-0.0009;-0.0077;| || |;0.0;0.0002999999999999999;0.0
1035;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0
1036;0.0053;-0.0012;-0.0077;| || |;0.0;-0.0002999999999999999;0.0
1037;0.0053;-0.0009;-0.0074;| || |;0.0;0.0002999999999999999;0.0002999999999999999
1038;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;-0.0002999999999999999
1039;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1040;0.0053;-0.0012;-0.0074;| || |;0.0;-0.0002999999999999999;0.0
1041;0.0053;-0.0009;-0.0077;| || |;0.0;0.0002999999999999999;-0.0002999999999999999
1042;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0
1043;0.0053;-0.0012;-0.0077;| || |;0.0;-0.0002999999999999999;0.0
1044;0.0053;-0.0009;-0.0077;| || |;0.0;0.0002999999999999999;0.0
1045;0.0053;-0.0009;-0.0077;| || |;0.0;0.0;0.0
1046;0.0053;-0.0009;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1047;0.0053;-0.0006;-0.0077;| || |;0.0;0.00030000000000000003;-0.0002999999999999999
1048;0.0053;-0.0003;-0.0077;| || |;0.0;0.0003;0.0
1049;0.0056;-0.0006;-0.0077;| || |;0.0002999999999999999;-0.0003;0.0
1050;0.0056;-0.0006;-0.0074;| || |;0.0;0.0;0.0002999999999999999
1051;0.0056;-0.0006;-0.0074;| || |;0.0;0.0;0.0
1052;0.0059;-0.0006;-0.0074;| || |;0.0002999999999999999;0.0;0.0
1053;0.0056;-0.0;-0.0074;| || |;-0.0002999999999999999;0.0006;0.0
1054;0.0056;0.0006;-0.0074;| || |;0.0;0.0006;0.0
1055;0.0056;0.0009;-0.0074;| || |;0.0;0.00030000000000000003;0.0
1056;0.0056;0.007;-0.0071;| || |;0.0;0.0061;0.0002999999999999999
1057;0.0056;0.0538;-0.0071;| || |;0.0;0.0468;0.0
1058;0.0056;0.2086;-0.0071;| || |;0.0;0.1548;0.0
1059;0.0056;0.3108;-0.0064;| || |;0.0;0.10220000000000001;0.0007000000000000001
1060;0.0059;0.3421;-0.0048;| || |;0.0002999999999999999;0.031299999999999994;0.0016000000000000007
1061;0.0069;0.2939;0.0052;| || |;0.001;-0.04820000000000002;0.009999999999999998
1062;0.0117;0.2586;0.0916;| || |;0.0048000000000000004;-0.0353;0.0864
1063;0.0722;0.2467;0.2073;| || |;0.0605;-0.011899999999999994;0.11570000000000001
1064;0.2399;0.2452;0.3879;| || |;0.16770000000000002;-0.0015000000000000013;0.1806
1065;0.3863;0.2409;0.4507;| || |;0.14639999999999997;-0.004299999999999998;0.06279999999999997
1066;0.4604;0.228;0.4285;| || |;0.0741;-0.012899999999999995;-0.022199999999999998
1067;0.4853;0.2081;0.3785;| || |;0.024900000000000033;-0.0199;-0.04999999999999999
1068;0.4759;0.1863;0.3219;| || |;-0.00940000000000002;-0.021800000000000014;-0.056599999999999984
1069;0.4621;0.1664;0.283;| || |;-0.013799999999999979;-0.0199;-0.038900000000000046
1070;0.4497;0.1491;0.2623;| || |;-0.012400000000000022;-0.017299999999999982;-0.020699999999999996
1071;0.4462;0.1411;0.2506;| || |;-0.003500000000000003;-0.008000000000000007;-0.011699999999999988
1072;0.4402;0.1382;0.2364;| || |;-0.006000000000000005;-0.0029000000000000137;-0.01419999999999999
1073;0.4368;0.1382;0.2222;| || |;-0.0033999999999999586;0.0;-0.01419999999999999
1074;0.4359;0.1386;0.2094;| || |;-0.0009000000000000119;0.00040000000000001146;-0.012800000000000006
1075;0.4368;0.1394;0.2011;| || |;0.0009000000000000119;0.0007999999999999952;-0.008300000000000002
1076;0.4393;0.139;0.1995;| || |;0.0025000000000000022;-0.0003999999999999837;-0.0015999999999999903
1077;0.4419;0.1398;0.2001;| || |;0.002599999999999991;0.0007999999999999952;0.0005999999999999894
1078;0.4454;0.1398;0.2011;| || |;0.003500000000000003;0.0;0.0010000000000000009
1079;0.4497;0.1403;0.2026;| || |;0.0042999999999999705;0.0005000000000000004;0.0015000000000000013
1080;0.4541;0.1407;0.2031;| || |;0.004400000000000015;0.0003999999999999837;0.0005000000000000004
1081;0.4568;0.1411;0.2037;| || |;0.00269999999999998;0.00040000000000001146;0.0005999999999999894
1082;0.4595;0.1403;0.2047;| || |;0.0027000000000000357;-0.0007999999999999952;0.0010000000000000009
1083;0.4604;0.1398;0.2052;| || |;0.0008999999999999564;-0.0005000000000000004;0.0005000000000000004
1084;0.4621;0.1403;0.2052;| || |;0.0017000000000000348;0.0005000000000000004;0.0
1085;0.4649;0.1407;0.2063;| || |;0.002799999999999969;0.0003999999999999837;0.0011000000000000176
1086;0.4658;0.1411;0.2073;| || |;0.0009000000000000119;0.00040000000000001146;0.0010000000000000009
1087;0.4667;0.1419;0.2084;| || |;0.0009000000000000119;0.0007999999999999952;0.0010999999999999899
1088;0.4676;0.1415;0.2089;| || |;0.0009000000000000119;-0.00040000000000001146;0.0005000000000000004
1089;0.4694;0.1415;0.2089;| || |;0.0017999999999999683;0.0;0.0
1090;0.4703;0.1419;0.2094;| || |;0.0009000000000000119;0.00040000000000001146;0.0005000000000000004
1091;0.4703;0.1423;0.2099;| || |;0.0;0.00040000000000001146;0.0005000000000000004
1092;0.4722;0.1419;0.2099;| || |;0.0019000000000000128;-0.00040000000000001146;0.0
1093;0.4731;0.1428;0.2099;| || |;0.0009000000000000119;0.0009000000000000119;0.0
1094;0.4731;0.1428;0.2104;| || |;0.0;0.0;0.0005000000000000004
1095;0.4731;0.1436;0.2115;| || |;0.0;0.0007999999999999952;0.0010999999999999899
1096;0.474;0.1436;0.2115;| || |;0.0008999999999999564;0.0;0.0
1097;0.4759;0.1449;0.2115;| || |;0.0019000000000000128;0.0012999999999999956;0.0
1098;0.4768;0.1474;0.2126;| || |;0.0009000000000000119;0.0025000000000000022;0.0011000000000000176
1099;0.4777;0.1546;0.2136;| || |;0.0009000000000000119;0.007199999999999984;0.0010000000000000009
1100;0.4806;0.1749;0.2136;| || |;0.0029000000000000137;0.020300000000000012;0.0
1101;0.4834;0.2311;0.2163;| || |;0.002799999999999969;0.0562;0.00269999999999998
1102;0.4862;0.3474;0.2222;| || |;0.0028000000000000247;0.11629999999999999;0.005900000000000016
1103;0.4939;0.4953;0.2381;| || |;0.007699999999999985;0.14790000000000003;0.015899999999999997
1104;0.5077;0.6039;0.2725;| || |;0.013800000000000034;0.10859999999999997;0.034400000000000014
1105;0.541;0.662;0.3435;| || |;0.033299999999999996;0.05810000000000004;0.07100000000000001
1106;0.6036;0.6877;0.4498;| || |;0.06259999999999999;0.025699999999999945;0.10629999999999995
1107;0.6754;0.6966;0.5616;| || |;0.07179999999999997;0.008900000000000019;0.11180000000000001
1108;0.722;0.6996;0.6489;| || |;0.046599999999999975;0.0030000000000000027;0.08730000000000004
1109;0.7438;0.6951;0.6945;| || |;0.02180000000000004;-0.0044999999999999485;0.045599999999999974
1110;0.7543;0.6877;0.7125;| || |;0.010499999999999954;-0.007400000000000073;0.018000000000000016
1111;0.7578;0.679;0.7175;| || |;0.0035000000000000586;-0.00869999999999993;0.0050000000000000044
1112;0.7543;0.6718;0.7158;| || |;-0.0035000000000000586;-0.007200000000000095;-0.0017000000000000348
1113;0.749;0.6676;0.7091;| || |;-0.005299999999999971;-0.0041999999999999815;-0.006700000000000039
1114;0.7404;0.6648;0.7009;| || |;-0.008600000000000052;-0.0028000000000000247;-0.008199999999999985
1115;0.7302;0.6648;0.6929;| || |;-0.010199999999999987;0.0;-0.008000000000000007
1116;0.7187;0.669;0.6849;| || |;-0.011499999999999955;0.0042000000000000925;-0.008000000000000007
1117;0.709;0.6747;0.6803;| || |;-0.009700000000000042;0.005699999999999927;-0.0045999999999999375
1118;0.6996;0.6818;0.6772;| || |;-0.009399999999999964;0.007099999999999995;-0.0030999999999999917
1119;0.6904;0.6906;0.6772;| || |;-0.009199999999999986;0.00880000000000003;0.0
1120;0.6843;0.7011;0.6772;| || |;-0.006099999999999994;0.010499999999999954;0.0
1121;0.6828;0.7134;0.6803;| || |;-0.0015000000000000568;0.012300000000000089;0.0030999999999999917
1122;0.6828;0.7228;0.6881;| || |;0.0;0.009399999999999964;0.007800000000000029
1123;0.6843;0.7308;0.6945;| || |;0.0015000000000000568;0.008000000000000007;0.006399999999999961
1124;0.6888;0.7292;0.7042;| || |;0.0044999999999999485;-0.0016000000000000458;0.009700000000000042
1125;0.698;0.7134;0.7108;| || |;0.009199999999999986;-0.015799999999999925;0.006599999999999939
1126;0.7059;0.6818;0.7209;| || |;0.007900000000000018;-0.03160000000000007;0.010099999999999998
1127;0.7138;0.6313;0.7295;| || |;0.007900000000000018;-0.05049999999999999;0.008600000000000052
1128;0.7236;0.5569;0.733;| || |;0.009800000000000031;-0.07440000000000002;0.0034999999999999476
1129;0.7336;0.4795;0.7347;| || |;0.010000000000000009;-0.07739999999999997;0.0017000000000000348
1130;0.7404;0.421;0.7295;| || |;0.006799999999999917;-0.058499999999999996;-0.005199999999999982
1131;0.7473;0.3758;0.7226;| || |;0.006900000000000017;-0.04519999999999996;-0.006900000000000017
1132;0.7525;0.3368;0.7042;| || |;0.005199999999999982;-0.039000000000000035;-0.018399999999999972
1133;0.7578;0.3022;0.6741;| || |;0.005300000000000082;-0.034599999999999964;-0.030100000000000016
1134;0.7614;0.2725;0.6403;| || |;0.0035999999999999366;-0.029700000000000004;-0.03380000000000005
1135;0.765;0.2473;0.6011;| || |;0.0036000000000000476;-0.025200000000000028;-0.03920000000000001
1136;0.7632;0.2265;0.5557;| || |;-0.0018000000000000238;-0.020799999999999985;-0.045399999999999996
1137;0.7614;0.2081;0.5042;| || |;-0.0018000000000000238;-0.0184;-0.05149999999999999
1138;0.7525;0.1919;0.4507;| || |;-0.008900000000000019;-0.01620000000000002;-0.05349999999999999
1139;0.7336;0.1767;0.4048;| || |;-0.018899999999999917;-0.015199999999999991;-0.045899999999999996
1140;0.7138;0.1646;0.3685;| || |;-0.01980000000000004;-0.0121;-0.0363
1141;0.6873;0.1564;0.3378;| || |;-0.026499999999999968;-0.008199999999999985;-0.030700000000000005
1142;0.6666;0.1529;0.3125;| || |;-0.02070000000000005;-0.003500000000000003;-0.02529999999999999
1143;0.6469;0.1474;0.2898;| || |;-0.01969999999999994;-0.005500000000000005;-0.022699999999999998
1144;0.6254;0.1415;0.2689;| || |;-0.021500000000000075;-0.005900000000000016;-0.02090000000000003
1145;0.6074;0.1361;0.2501;| || |;-0.017999999999999905;-0.005399999999999988;-0.018799999999999983
1146;0.595;0.132;0.237;| || |;-0.012400000000000078;-0.0040999999999999925;-0.0131
1147;0.5877;0.1284;0.2249;| || |;-0.007299999999999973;-0.00360000000000002;-0.0121
1148;0.5901;0.1247;0.2152;| || |;0.0023999999999999577;-0.003699999999999981;-0.009699999999999986
1149;0.562;0.1215;0.2047;| || |;-0.028099999999999903;-0.0032000000000000084;-0.01050000000000001
1150;0.5453;0.1227;0.195;| || |;-0.016700000000000048;0.0012000000000000066;-0.009699999999999986
1151;0.5335;0.1312;0.1879;| || |;-0.011800000000000033;0.008500000000000008;-0.007099999999999995
1152;0.5209;0.132;0.1805;| || |;-0.012599999999999945;0.0007999999999999952;-0.007400000000000018
1153;0.5087;0.1199;0.1732;| || |;-0.012199999999999989;-0.0121;-0.007300000000000001
1154;0.4959;0.1032;0.1679;| || |;-0.012800000000000034;-0.016700000000000007;-0.005299999999999999
1155;0.4834;0.0904;0.1613;| || |;-0.012500000000000011;-0.012800000000000006;-0.006599999999999995
1156;0.4703;0.0747;0.1525;| || |;-0.0131;-0.015699999999999992;-0.008800000000000002
1157;0.4351;0.0607;0.142;| || |;-0.03520000000000001;-0.014000000000000005;-0.01050000000000001
1158;0.3795;0.0484;0.1253;| || |;-0.05559999999999998;-0.012299999999999998;-0.016699999999999993
1159;0.3191;0.0387;0.1075;| || |;-0.06040000000000001;-0.0097;-0.017799999999999996
1160;0.2819;0.0312;0.0952;| || |;-0.03720000000000001;-0.0075;-0.012299999999999991
1161;0.2498;0.0261;0.0829;| || |;-0.03209999999999999;-0.005099999999999997;-0.012300000000000005
1162;0.224;0.0216;0.0709;| || |;-0.02579999999999999;-0.0045000000000000005;-0.011999999999999997
1163;0.1924;0.0188;0.0574;| || |;-0.03160000000000002;-0.0028000000000000004;-0.013500000000000005
1164;0.1638;0.0163;0.0446;| || |;-0.028599999999999987;-0.0025000000000000022;-0.012799999999999999
1165;0.1357;0.0144;0.0358;| || |;-0.028100000000000014;-0.001899999999999999;-0.008800000000000002
1166;0.1138;0.0131;0.0284;| || |;-0.02189999999999999;-0.001299999999999999;-0.007399999999999997
1167;0.0952;0.0116;0.0233;| || |;-0.01859999999999999;-0.0015000000000000013;-0.0051
1168;0.0804;0.0101;0.0185;| || |;-0.014800000000000008;-0.0014999999999999996;-0.004800000000000002
1169;0.0682;0.0088;0.0148;| || |;-0.012200000000000003;-0.001299999999999999;-0.0036999999999999984
1170;0.0585;0.0079;0.0118;| || |;-0.009699999999999993;-0.0008999999999999998;-0.003000000000000001
1171;0.05;0.0067;0.0092;| || |;-0.0085;-0.0012000000000000005;-0.0026
1172;0.0421;0.0061;0.0075;| || |;-0.007900000000000004;-0.0005999999999999998;-0.0017000000000000001
1173;0.0366;0.0052;0.0052;| || |;-0.005499999999999998;-0.0009000000000000006;-0.0023
1174;0.0319;0.0042;0.0033;| || |;-0.004700000000000003;-0.001;-0.0018999999999999998
1175;0.0279;0.0039;0.0019;| || |;-0.003999999999999997;-0.0002999999999999999;-0.0014
1176;0.0246;0.003;0.0006;| || |;-0.003300000000000001;-0.0008999999999999998;-0.0013
1177;0.0223;0.0027;-0.0003;| || |;-0.0023;-0.0002999999999999999;-0.0009
1178;0.02;0.0021;-0.0016;| || |;-0.0023;-0.0006000000000000003;-0.0013000000000000002
1179;0.0178;0.0015;-0.0026;| || |;-0.0022000000000000006;-0.0005999999999999998;-0.0009999999999999998
1180;0.0155;0.0012;-0.0032;| || |;-0.0023;-0.00030000000000000014;-0.0006000000000000003
1181;0.0142;0.0009;-0.0042;| || |;-0.001299999999999999;-0.0002999999999999999;-0.0009999999999999996
1182;0.0126;0.0006;-0.0048;| || |;-0.0016000000000000007;-0.00030000000000000003;-0.0005999999999999998
1183;0.0117;0.0003;-0.0055;| || |;-0.0008999999999999998;-0.0003;-0.0007000000000000001
1184;0.0104;0;-0.0061;| || |;-0.0013000000000000008;0;-0.0006000000000000007
1185;0.0094;0;-0.0067;| || |;-0.0009999999999999992;0;-0.0005999999999999998
1186;0.0085;0;-0.0071;| || |;-0.0008999999999999998;0;-0.0004000000000000002
1187;0.0078;0;-0.0074;| || |;-0.000700000000000001;0;-0.0002999999999999999
1188;0.0072;0;-0.0077;| || |;-0.0005999999999999998;0;-0.0002999999999999999
1189;0.0069;0;-0.0077;| || |;-0.0002999999999999999;0;0.0
1190;0.0063;0;-0.008;| || |;-0.0005999999999999998;0;-0.0002999999999999999
1191;0.0059;0;-0.008;| || |;-0.0004000000000000002;0;0.0
1192;0.0053;0;-0.0077;| || |;-0.0005999999999999998;0;0.0002999999999999999
1193;0.005;0;-0.008;| || |;-0.0002999999999999999;0;-0.0002999999999999999
1194;0.005;0;-0.008;| || |;0.0;0;0.0
1195;0.0047;0;-0.008;| || |;-0.0002999999999999999;0;0.0
1196;0.0047;0;-0.008;| || |;0.0;0;0.0
1197;0.0047;0;-0.008;| || |;0.0;0;0.0
1198;0.0044;0;-0.0083;| || |;-0.0002999999999999999;0;-0.0002999999999999999
